,Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,Location,NewConfirmedCases,Latitude,Longitude,Population,Weight
2819,4004,,Cambodia,2020-03-06,1.0,0.0,Cambodia,0.0,13.5066394,104.869423,16718965,0.0
14444,20589,,Panama,2020-03-06,0.0,0.0,Panama,0.0,8.559559,-81.1308434,4314767,0.0
11069,15774,,Japan,2020-03-06,420.0,6.0,Japan,60.0,36.5748441,139.2394179,126476461,4.7439657566003526e-07
17819,25404,Colorado,US,2020-03-06,0.0,0.0,Colorado US,0.0,38.7251776,-105.6077167,5696000,0.0
21944,31289,Cayman Islands,United Kingdom,2020-03-06,0.0,0.0,Cayman Islands United Kingdom,0.0,51.5088472,-0.1449478,61559,0.0
1319,1864,,Azerbaijan,2020-03-06,6.0,0.0,Azerbaijan,0.0,40.3936294,47.7872508,10139177,0.0
22844,32573,,Zambia,2020-03-06,0.0,0.0,Zambia,0.0,-14.5186239,27.5599164,18383955,0.0
18269,26046,Guam,US,2020-03-06,0.0,0.0,Guam US,0.0,13.450125700000001,144.75755102972062,164229,0.0
8744,12457,Martinique,France,2020-03-06,0.0,0.0,Martinique France,0.0,14.6113732,-60.9620777,375554,0.0
15494,22087,,San Marino,2020-03-06,21.0,1.0,San Marino,0.0,43.9458623,12.458306,33931,0.0
2519,3576,,Burkina Faso,2020-03-06,0.0,0.0,Burkina Faso,0.0,12.0753083,-1.6880314,20903273,0.0
11969,17058,,Libya,2020-03-06,0.0,0.0,Libya,0.0,26.8234472,18.1236723,6375000,0.0
14819,21124,,Poland,2020-03-06,5.0,0.0,Poland,4.0,52.215933,19.134422,37846611,1.056897802553576e-07
1619,2292,,Barbados,2020-03-06,0.0,0.0,Barbados,0.0,13.1500331,-59.5250305,287375,0.0
13244,18877,,Morocco,2020-03-06,2.0,0.0,Morocco,0.0,31.1728205,-7.3362482,36910560,0.0
3269,4646,Newfoundland and Labrador,Canada,2020-03-06,0.0,0.0,Newfoundland and Labrador Canada,0.0,53.8217327,-61.2295532,521542,0.0
12269,17486,,MS Zaandam,2020-03-06,0.0,0.0,MS Zaandam,0.0,52.4387696,4.8185293,2047,0.0
1694,2399,,Belarus,2020-03-06,6.0,0.0,Belarus,0.0,53.4250605,27.6971358,9449323,0.0
10844,15453,,Israel,2020-03-06,37.0,0.0,Israel,17.0,31.5313113,34.8667654,8655535,1.9640611470001564e-06
21794,31075,Bermuda,United Kingdom,2020-03-06,0.0,0.0,Bermuda United Kingdom,0.0,52.5056354,-1.4789788,65441,0.0
21569,30754,,Ukraine,2020-03-06,1.0,0.0,Ukraine,0.0,49.4871968,31.2718321,43733762,0.0
9644,13741,,Greece,2020-03-06,45.0,0.0,Greece,14.0,38.9953683,21.9877132,10423054,1.3431763857310918e-06
6044,8605,Shanxi,China,2020-03-06,133.0,0.0,Shanxi China,0.0,37.0,112.0,36500000,0.0
4469,6358,Guangdong,China,2020-03-06,1352.0,7.0,Guangdong China,1.0,23.1357694,113.1982688,113460000,8.813678829543451e-09
18419,26260,Idaho,US,2020-03-06,0.0,0.0,Idaho US,0.0,43.6447642,-114.0154071,1754000,0.0
4694,6679,Hainan,China,2020-03-06,168.0,6.0,Hainan China,0.0,19.2000001,109.5999999,9258000,0.0
11444,16309,,Kosovo,2020-03-06,0.0,0.0,Kosovo,0.0,42.5869578,20.9021231,1810463,0.0
22544,32145,,Uzbekistan,2020-03-06,0.0,0.0,Uzbekistan,0.0,41.32373,63.9528098,33469203,0.0
10919,15560,,Italy,2020-03-06,4636.0,197.0,Italy,778.0,42.6384261,12.674297,60461826,1.2867623283491305e-05
15344,21873,,Saint Lucia,2020-03-06,0.0,0.0,Saint Lucia,0.0,13.8250489,-60.975036,183627,0.0
19844,28293,New Mexico,US,2020-03-06,0.0,0.0,New Mexico US,0.0,34.5708167,-105.993007,2095000,0.0
2894,4111,,Cameroon,2020-03-06,1.0,0.0,Cameroon,1.0,4.6125522,13.1535811,26545863,3.767065323888698e-08
10169,14490,,Holy See,2020-03-06,1.0,0.0,Holy See,1.0,38.9247244,-77.06572732690151,801,0.0012484394506866417
9944,14169,,Guinea-Bissau,2020-03-06,0.0,0.0,Guinea-Bissau,0.0,12.100035,-14.9000214,1861000,0.0
10469,14918,,India,2020-03-06,31.0,0.0,India,1.0,22.3511148,78.6677428,1380004385,7.246353786042499e-10
5669,8070,Ningxia,China,2020-03-06,75.0,0.0,Ningxia China,0.0,37.0000001,105.9999999,6301000,0.0
1469,2078,,Bahrain,2020-03-06,60.0,0.0,Bahrain,5.0,26.1551249,50.5344606,1701575,2.9384540793088755e-06
15944,22729,,Singapore,2020-03-06,130.0,0.0,Singapore,13.0,1.357107,103.8194992,5850342,2.222092315286867e-06
5069,7214,Hubei,China,2020-03-06,67592.0,2931.0,Hubei China,126.0,31.15172525,112.87832224656043,58500000,2.1538461538461538e-06
7319,10424,Greenland,Denmark,2020-03-06,0.0,0.0,Greenland Denmark,0.0,71.8311379,-38.8568271537351,56171,0.0
22694,32359,,Vietnam,2020-03-06,16.0,0.0,Vietnam,0.0,13.2904027,108.4265113,97338579,0.0
8519,12136,French Guiana,France,2020-03-06,0.0,0.0,French Guiana France,0.0,4.0039882,-52.999998,290691,0.0
6194,8819,Tianjin,China,2020-03-06,136.0,3.0,Tianjin China,0.0,39.1235635,117.1980785,15000000,0.0
19469,27758,Montana,US,2020-03-06,0.0,0.0,Montana US,0.0,47.3752671,-109.6387579,1062000,0.0
13994,19947,,Niger,2020-03-06,0.0,0.0,Niger,0.0,17.7356214,9.3238432,21480000,0.0
12044,17165,,Liechtenstein,2020-03-06,1.0,0.0,Liechtenstein,0.0,47.1416307,9.5531527,38128,0.0
7994,11387,,Equatorial Guinea,2020-03-06,0.0,0.0,Equatorial Guinea,0.0,1.613172,10.5170357,1402985,0.0
14219,20268,,Norway,2020-03-06,108.0,0.0,Norway,21.0,64.5731537,11.52803643954819,5421241,3.8736518077687375e-06
20444,29149,Puerto Rico,US,2020-03-06,0.0,0.0,Puerto Rico US,0.0,18.2214149,-66.41328179513847,3195000,0.0
3044,4325,British Columbia,Canada,2020-03-06,21.0,0.0,British Columbia Canada,8.0,55.001251,-125.002441,5071000,1.5775981068822717e-06
18944,27009,Maine,US,2020-03-06,0.0,0.0,Maine US,0.0,45.709097,-68.8590201,1338000,0.0
344,473,,Angola,2020-03-06,0.0,0.0,Angola,0.0,-11.8775768,17.5691241,32866272,0.0
9569,13634,,Ghana,2020-03-06,0.0,0.0,Ghana,0.0,8.0300284,-1.0800271,31072940,0.0
14969,21338,,Qatar,2020-03-06,8.0,0.0,Qatar,0.0,25.3336984,51.2295295,2881053,0.0
12494,17807,,Maldives,2020-03-06,0.0,0.0,Maldives,0.0,4.7064352,73.3287853,540544,0.0
15644,22301,,Senegal,2020-03-06,4.0,0.0,Senegal,0.0,14.4750607,-14.4529612,16743927,0.0
13919,19840,,Nicaragua,2020-03-06,0.0,0.0,Nicaragua,0.0,12.6090157,-85.2936911,6218000,0.0
6494,9247,Zhejiang,China,2020-03-06,1215.0,1.0,Zhejiang China,0.0,29.0000001,119.9999999,57370000,0.0
20744,29577,Tennessee,US,2020-03-06,0.0,0.0,Tennessee US,0.0,35.7730076,-86.2820081,6770000,0.0
4094,5823,Anhui,China,2020-03-06,990.0,6.0,Anhui China,0.0,32.0,117.0,62000000,0.0
22019,31396,Channel Islands,United Kingdom,2020-03-06,0.0,0.0,Channel Islands United Kingdom,0.0,49.4462088,-2.9028271,173414,0.0
13169,18770,,Montenegro,2020-03-06,0.0,0.0,Montenegro,0.0,42.9868853,19.5180992,628066,0.0
17444,24869,Alabama,US,2020-03-06,0.0,0.0,Alabama US,0.0,33.2588817,-86.8295337,4888000,0.0
4919,7000,Henan,China,2020-03-06,1272.0,22.0,Henan China,0.0,34.0000001,113.9999999,94000000,0.0
10244,14597,,Honduras,2020-03-06,0.0,0.0,Honduras,0.0,15.2572432,-86.0755145,9904607,0.0
10994,15667,,Jamaica,2020-03-06,0.0,0.0,Jamaica,0.0,18.1152958,-77.1598454610168,2961167,0.0
12644,18021,,Malta,2020-03-06,0.0,0.0,Malta,0.0,35.8885993,14.4476911,441543,0.0
3944,5609,,Chad,2020-03-06,0.0,0.0,Chad,0.0,15.6134137,19.0156172,14900000,0.0
644,901,Australian Capital Territory,Australia,2020-03-06,0.0,0.0,Australian Capital Territory Australia,0.0,-35.4883502,149.0026942,418440,0.0
14744,21017,,Philippines,2020-03-06,5.0,1.0,Philippines,2.0,12.7503486,122.7312101,109581078,1.825132620067855e-08
8144,11601,,Estonia,2020-03-06,10.0,0.0,Estonia,7.0,58.7523778,25.3319078,1326535,5.276905622542941e-06
13544,19305,Aruba,Netherlands,2020-03-06,0.0,0.0,Aruba Netherlands,0.0,12.4902998,-69.9609842,105264,0.0
22169,31610,Isle of Man,United Kingdom,2020-03-06,0.0,0.0,Isle of Man United Kingdom,0.0,54.2358167,-4.514598745698255,84287,0.0
15569,22194,,Saudi Arabia,2020-03-06,5.0,0.0,Saudi Arabia,0.0,25.6242618,42.3528328,34813871,0.0
7694,10959,,Dominican Republic,2020-03-06,2.0,0.0,Dominican Republic,1.0,19.0974031,-70.3028026,10847910,9.218365565348533e-08
2294,3255,,Brazil,2020-03-06,13.0,0.0,Brazil,9.0,-10.3333333,-53.2,212559417,4.2341102205789356e-08
2144,3041,,Bosnia and Herzegovina,2020-03-06,2.0,0.0,Bosnia and Herzegovina,0.0,44.3053476,17.5961467,3280819,0.0
15719,22408,,Serbia,2020-03-06,1.0,0.0,Serbia,1.0,44.024322850000004,21.07657433209902,8737371,1.1445090290889559e-07
19244,27437,Minnesota,US,2020-03-06,0.0,0.0,Minnesota US,0.0,45.9896587,-94.6113288,5611000,0.0
5969,8498,Shanghai,China,2020-03-06,342.0,3.0,Shanghai China,3.0,31.2322758,121.4692071,24240000,1.2376237623762377e-07
10394,14811,,Iceland,2020-03-06,43.0,0.0,Iceland,9.0,64.9841821,-18.1059013,341243,2.637416738218806e-05
10319,14704,,Hungary,2020-03-06,2.0,0.0,Hungary,0.0,47.1817585,19.5060937,9660351,0.0
15794,22515,,Seychelles,2020-03-06,0.0,0.0,Seychelles,0.0,-4.6574977,55.4540146,98347,0.0
4169,5930,Beijing,China,2020-03-06,422.0,8.0,Beijing China,4.0,39.906217,116.3912757,21540000,1.8570102135561747e-07
13394,19091,,Namibia,2020-03-06,0.0,0.0,Namibia,0.0,-23.2335499,17.3231107,2540905,0.0
8894,12671,New Caledonia,France,2020-03-06,0.0,0.0,New Caledonia France,0.0,-20.454288599999998,164.55660583077983,271407,0.0
17219,24548,,Trinidad and Tobago,2020-03-06,0.0,0.0,Trinidad and Tobago,0.0,10.8677845,-60.9821067,1399488,0.0
5294,7535,Jiangsu,China,2020-03-06,631.0,0.0,Jiangsu China,0.0,33.0000001,119.9999999,80400000,0.0
4619,6572,Guizhou,China,2020-03-06,146.0,2.0,Guizhou China,0.0,27.0,107.0,34750000,0.0
44,45,,Afghanistan,2020-03-06,1.0,0.0,Afghanistan,0.0,33.7680065,66.2385139,38928346,0.0
22919,32680,,Zimbabwe,2020-03-06,0.0,0.0,Zimbabwe,0.0,-18.4554963,29.7468414,16530000,0.0
12419,17700,,Malaysia,2020-03-06,83.0,0.0,Malaysia,33.0,4.5693754,102.2656823,32365999,1.0195884885246396e-06
6869,9782,,Cote d'Ivoire,2020-03-06,0.0,0.0,Cote d'Ivoire,0.0,7.9897371,-5.5679458,26378274,0.0
14593,20802,,Paraguay,2020-03-05,0.0,0.0,Paraguay,0.0,-23.3165935,-58.1693445,7132538,0.0
15268,21765,,Saint Kitts and Nevis,2020-03-05,0.0,0.0,Saint Kitts and Nevis,0.0,17.250512,-62.6725973,55345,0.0
6868,9781,,Cote d'Ivoire,2020-03-05,0.0,0.0,Cote d'Ivoire,0.0,7.9897371,-5.5679458,26378274,0.0
9493,13526,,Germany,2020-03-05,482.0,0.0,Germany,220.0,51.0834196,10.4234469,83783942,2.625801493083245e-06
1543,2184,,Bangladesh,2020-03-05,0.0,0.0,Bangladesh,0.0,24.4768783,90.2932426,164689383,0.0
4168,5929,Beijing,China,2020-03-05,418.0,8.0,Beijing China,0.0,39.906217,116.3912757,21540000,0.0
943,1328,South Australia,Australia,2020-03-05,5.0,0.0,South Australia Australia,0.0,-30.5343665,135.6301212,1677000,0.0
15043,21444,,Romania,2020-03-05,6.0,0.0,Romania,2.0,45.9852129,24.6859225,19237691,1.0396258054046091e-07
15493,22086,,San Marino,2020-03-05,21.0,1.0,San Marino,5.0,43.9458623,12.458306,33931,0.0001473578733311721
14893,21230,,Portugal,2020-03-05,8.0,0.0,Portugal,3.0,40.0332629,-7.8896263,10196709,2.9421257388045496e-07
9568,13633,,Ghana,2020-03-05,0.0,0.0,Ghana,0.0,8.0300284,-1.0800271,31072940,0.0
16543,23584,,Suriname,2020-03-05,0.0,0.0,Suriname,0.0,4.1413025,-56.0771187,586632,0.0
3043,4324,British Columbia,Canada,2020-03-05,13.0,0.0,British Columbia Canada,1.0,55.001251,-125.002441,5071000,1.9719976336028396e-07
7993,11386,,Equatorial Guinea,2020-03-05,0.0,0.0,Equatorial Guinea,0.0,1.613172,10.5170357,1402985,0.0
21793,31074,Bermuda,United Kingdom,2020-03-05,0.0,0.0,Bermuda United Kingdom,0.0,52.5056354,-1.4789788,65441,0.0
8818,12563,Mayotte,France,2020-03-05,0.0,0.0,Mayotte France,0.0,-12.823048,45.1520755,270372,0.0
21418,30539,Wyoming,US,2020-03-05,0.0,0.0,Wyoming US,0.0,43.1700264,-107.5685348,577737,0.0
10243,14596,,Honduras,2020-03-05,0.0,0.0,Honduras,0.0,15.2572432,-86.0755145,9904607,0.0
7018,9995,,Cuba,2020-03-05,0.0,0.0,Cuba,0.0,23.0131338,-80.8328748,11326616,0.0
22618,32251,,Venezuela,2020-03-05,0.0,0.0,Venezuela,0.0,8.0018709,-66.1109318,28435940,0.0
8893,12670,New Caledonia,France,2020-03-05,0.0,0.0,New Caledonia France,0.0,-20.454288599999998,164.55660583077983,271407,0.0
18418,26259,Idaho,US,2020-03-05,0.0,0.0,Idaho US,0.0,43.6447642,-114.0154071,1754000,0.0
14818,21123,,Poland,2020-03-05,1.0,0.0,Poland,0.0,52.215933,19.134422,37846611,0.0
9343,13312,,Gambia,2020-03-05,0.0,0.0,Gambia,0.0,13.470062,-15.4900464,2416668,0.0
21643,30860,,United Arab Emirates,2020-03-05,29.0,0.0,United Arab Emirates,2.0,24.0002488,53.9994829,9890402,2.0221624965294635e-07
19918,28399,New York,US,2020-03-05,0.0,0.0,New York US,0.0,40.7127281,-74.0060152,8623000,0.0
1318,1863,,Azerbaijan,2020-03-05,6.0,0.0,Azerbaijan,3.0,40.3936294,47.7872508,10139177,2.9588200304620383e-07
13693,19518,Sint Maarten,Netherlands,2020-03-05,0.0,0.0,Sint Maarten Netherlands,0.0,18.0423736,-63.0549948,41109,0.0
18943,27008,Maine,US,2020-03-05,0.0,0.0,Maine US,0.0,45.709097,-68.8590201,1338000,0.0
13618,19411,Curacao,Netherlands,2020-03-05,0.0,0.0,Curacao Netherlands,0.0,12.1845,-68.9640875031406,161014,0.0
8443,12028,,Finland,2020-03-05,12.0,0.0,Finland,6.0,63.2467777,25.9209164,5540720,1.0828917541402561e-06
1093,1542,Victoria,Australia,2020-03-05,10.0,0.0,Victoria Australia,0.0,-36.5986096,144.6780052,6359000,0.0
13993,19946,,Niger,2020-03-05,0.0,0.0,Niger,0.0,17.7356214,9.3238432,21480000,0.0
5068,7213,Hubei,China,2020-03-05,67466.0,2902.0,Hubei China,134.0,31.15172525,112.87832224656043,58500000,2.290598290598291e-06
18343,26152,Hawaii,US,2020-03-05,0.0,0.0,Hawaii US,0.0,21.2160437,-157.975203,1420000,0.0
4318,6143,Fujian,China,2020-03-05,296.0,1.0,Fujian China,0.0,26.5450001,117.842778,38560000,0.0
868,1221,Queensland,Australia,2020-03-05,13.0,0.0,Queensland Australia,2.0,-22.1646782,144.5844903,5071000,3.943995267205679e-07
10318,14703,,Hungary,2020-03-05,2.0,0.0,Hungary,0.0,47.1817585,19.5060937,9660351,0.0
7768,11065,,Ecuador,2020-03-05,13.0,0.0,Ecuador,3.0,-1.3397668,-79.3666965,17643054,1.700385885572872e-07
1693,2398,,Belarus,2020-03-05,6.0,0.0,Belarus,0.0,53.4250605,27.6971358,9449323,0.0
21868,31181,British Virgin Islands,United Kingdom,2020-03-05,0.0,0.0,British Virgin Islands United Kingdom,0.0,51.510384,-0.1570916,31196,0.0
7093,10102,,Cyprus,2020-03-05,0.0,0.0,Cyprus,0.0,34.9823018,33.1451285,1207359,0.0
9943,14168,,Guinea-Bissau,2020-03-05,0.0,0.0,Guinea-Bissau,0.0,12.100035,-14.9000214,1861000,0.0
8968,12777,Reunion,France,2020-03-05,0.0,0.0,Reunion France,0.0,-21.1309332,55.5265771,859959,0.0
7243,10316,Faroe Islands,Denmark,2020-03-05,1.0,0.0,Faroe Islands Denmark,0.0,54.95007595,11.990187202288263,49290,0.0
8743,12456,Martinique,France,2020-03-05,0.0,0.0,Martinique France,0.0,14.6113732,-60.9620777,375554,0.0
17818,25403,Colorado,US,2020-03-05,0.0,0.0,Colorado US,0.0,38.7251776,-105.6077167,5696000,0.0
10393,14810,,Iceland,2020-03-05,34.0,0.0,Iceland,8.0,64.9841821,-18.1059013,341243,2.344370433972272e-05
10168,14489,,Holy See,2020-03-05,0.0,0.0,Holy See,0.0,38.9247244,-77.06572732690151,801,0.0
8368,11921,,Fiji,2020-03-05,0.0,0.0,Fiji,0.0,-18.1239696,179.0122737,905502,0.0
4918,6999,Henan,China,2020-03-05,1272.0,22.0,Henan China,0.0,34.0000001,113.9999999,94000000,0.0
8593,12242,French Polynesia,France,2020-03-05,0.0,0.0,French Polynesia France,0.0,-16.03442485,-146.0490931059517,283007,0.0
2143,3040,,Bosnia and Herzegovina,2020-03-05,2.0,0.0,Bosnia and Herzegovina,2.0,44.3053476,17.5961467,3280819,6.096038824452065e-07
17743,25296,California,US,2020-03-05,0.0,0.0,California US,0.0,36.7014631,-118.7559974,39560000,0.0
7393,10530,,Denmark,2020-03-05,10.0,0.0,Denmark,0.0,55.670249,10.3333283,5792202,0.0
20293,28934,Oregon,US,2020-03-05,0.0,0.0,Oregon US,0.0,43.9792797,-120.737257,4191000,0.0
20218,28827,Oklahoma,US,2020-03-05,0.0,0.0,Oklahoma US,0.0,34.9550817,-97.2684063,3943000,0.0
8068,11493,,Eritrea,2020-03-05,0.0,0.0,Eritrea,0.0,15.9500319,37.9999668,4475000,0.0
793,1114,Northern Territory,Australia,2020-03-05,1.0,0.0,Northern Territory Australia,0.0,-19.8516101,133.2303375,244300,0.0
22393,31930,,United Kingdom,2020-03-05,115.0,1.0,United Kingdom,30.0,54.7023545,-3.2765753,67886011,4.419172603910988e-07
19768,28185,New Jersey,US,2020-03-05,0.0,0.0,New Jersey US,0.0,40.0757384,-74.4041622,8909000,0.0
15343,21872,,Saint Lucia,2020-03-05,0.0,0.0,Saint Lucia,0.0,13.8250489,-60.975036,183627,0.0
9643,13740,,Greece,2020-03-05,31.0,0.0,Greece,22.0,38.9953683,21.9877132,10423054,2.1107057490060016e-06
4693,6678,Hainan,China,2020-03-05,168.0,6.0,Hainan China,0.0,19.2000001,109.5999999,9258000,0.0
22243,31716,Montserrat,United Kingdom,2020-03-05,0.0,0.0,Montserrat United Kingdom,0.0,51.7283857,-2.2085499,5900,0.0
2893,4110,,Cameroon,2020-03-05,0.0,0.0,Cameroon,0.0,4.6125522,13.1535811,26545863,0.0
8518,12135,French Guiana,France,2020-03-05,0.0,0.0,French Guiana France,0.0,4.0039882,-52.999998,290691,0.0
4243,6036,Chongqing,China,2020-03-05,576.0,6.0,Chongqing China,0.0,29.5585712,106.5492822,30480000,0.0
13918,19839,,Nicaragua,2020-03-05,0.0,0.0,Nicaragua,0.0,12.6090157,-85.2936911,6218000,0.0
7318,10423,Greenland,Denmark,2020-03-05,0.0,0.0,Greenland Denmark,0.0,71.8311379,-38.8568271537351,56171,0.0
19093,27222,Massachusetts,US,2020-03-05,0.0,0.0,Massachusetts US,0.0,42.3788774,-72.032366,6902000,0.0
6943,9888,,Croatia,2020-03-05,10.0,0.0,Croatia,0.0,45.5643442,17.0118954,4105267,0.0
1468,2077,,Bahrain,2020-03-05,55.0,0.0,Bahrain,3.0,26.1551249,50.5344606,1701575,1.7630724475853254e-06
20368,29041,Pennsylvania,US,2020-03-05,0.0,0.0,Pennsylvania US,0.0,40.9699889,-77.7278831,12810000,0.0
5143,7320,Hunan,China,2020-03-05,1018.0,4.0,Hunan China,0.0,39.144002,-76.8977145,67370000,0.0
8293,11814,,Ethiopia,2020-03-05,0.0,0.0,Ethiopia,0.0,10.2116702,38.6521203,114963588,0.0
13768,19625,,Netherlands,2020-03-05,82.0,0.0,Netherlands,44.0,52.5001698,5.7480821,17134872,2.5678627771482625e-06
5293,7534,Jiangsu,China,2020-03-05,631.0,0.0,Jiangsu China,0.0,33.0000001,119.9999999,80400000,0.0
718,1007,New South Wales,Australia,2020-03-05,22.0,1.0,New South Wales Australia,0.0,-31.8759835,147.2869493,7544000,0.0
2818,4003,,Cambodia,2020-03-05,1.0,0.0,Cambodia,0.0,13.5066394,104.869423,16718965,0.0
8143,11600,,Estonia,2020-03-05,3.0,0.0,Estonia,1.0,58.7523778,25.3319078,1326535,7.538436603632773e-07
4393,6250,Gansu,China,2020-03-05,102.0,2.0,Gansu China,11.0,38.0000001,101.9999999,25580000,4.3002345582486315e-07
21118,30111,Virginia,US,2020-03-05,0.0,0.0,Virginia US,0.0,37.1232245,-78.4927721,8518000,0.0
10468,14917,,India,2020-03-05,30.0,0.0,India,2.0,22.3511148,78.6677428,1380004385,1.4492707572084997e-09
6718,9567,,Congo (Kinshasa),2020-03-05,0.0,0.0,Congo (Kinshasa),0.0,-2.9814344,23.8222636,89561403,0.0
3193,4538,New Brunswick,Canada,2020-03-05,0.0,0.0,New Brunswick Canada,0.0,46.500283,-66.750183,776827,0.0
9268,13205,,Gabon,2020-03-05,0.0,0.0,Gabon,0.0,-0.8999695,11.6899699,2225734,0.0
14968,21337,,Qatar,2020-03-05,8.0,0.0,Qatar,0.0,25.3336984,51.2295295,2881053,0.0
4843,6892,Heilongjiang,China,2020-03-05,481.0,13.0,Heilongjiang China,1.0,48.0000047,127.999992,38310000,2.6102845210127903e-08
16693,23798,,Switzerland,2020-03-05,114.0,1.0,Switzerland,24.0,46.7985624,8.2319736,8654622,2.7730847170448344e-06
13843,19732,,New Zealand,2020-03-05,3.0,0.0,New Zealand,0.0,-41.5000831,172.8344077,4822233,0.0
15118,21551,,Russia,2020-03-05,4.0,0.0,Russia,1.0,64.6863136,97.7453061,145934462,6.852391041123652e-09
20968,29897,Vermont,US,2020-03-05,0.0,0.0,Vermont US,0.0,44.5990718,-72.5002608,626299,0.0
14218,20267,,Norway,2020-03-05,87.0,0.0,Norway,31.0,64.5731537,11.52803643954819,5421241,5.718247906706232e-06
7168,10209,,Czechia,2020-03-05,12.0,0.0,Czechia,4.0,49.8167003,15.4749544,10708981,3.7351826471631615e-07
18568,26473,Indiana,US,2020-03-05,0.0,0.0,Indiana US,0.0,40.3270127,-86.1746933,6692000,0.0
1393,1970,,Bahamas,2020-03-05,0.0,0.0,Bahamas,0.0,24.7736546,-78.0000547,385340,0.0
20818,29683,Texas,US,2020-03-05,0.0,0.0,Texas US,0.0,31.8160381,-99.5120986,28700000,0.0
9043,12884,Saint Barthelemy,France,2020-03-05,3.0,0.0,Saint Barthelemy France,0.0,17.9036287,-62.811568843006896,9131,0.0
19693,28078,New Hampshire,US,2020-03-05,0.0,0.0,New Hampshire US,0.0,43.4849133,-71.6553992,1356000,0.0
20743,29576,Tennessee,US,2020-03-05,0.0,0.0,Tennessee US,0.0,35.7730076,-86.2820081,6770000,0.0
2068,2933,,Bolivia,2020-03-05,0.0,0.0,Bolivia,0.0,-17.0568696,-64.9912286,11673021,0.0
1918,2719,,Benin,2020-03-05,0.0,0.0,Benin,0.0,9.5293472,2.2584408,12123200,0.0
14743,21016,,Philippines,2020-03-05,3.0,1.0,Philippines,0.0,12.7503486,122.7312101,109581078,0.0
14143,20160,,North Macedonia,2020-03-05,1.0,0.0,North Macedonia,0.0,41.6171214,21.7168387,2083374,0.0
19018,27115,Maryland,US,2020-03-05,0.0,0.0,Maryland US,0.0,39.5162234,-76.9382069,6043000,0.0
10093,14382,,Haiti,2020-03-05,0.0,0.0,Haiti,0.0,19.1399952,-72.3570972,10980000,0.0
7618,10851,,Dominica,2020-03-05,0.0,0.0,Dominica,0.0,19.0974031,-70.3028026,73925,0.0
1018,1435,Tasmania,Australia,2020-03-05,1.0,0.0,Tasmania Australia,0.0,-42.14220555,146.6723517878467,515000,0.0
4993,7106,Hong Kong,China,2020-03-05,105.0,2.0,Hong Kong China,0.0,22.2793278,114.1628131,7392000,0.0
21193,30218,Washington,US,2020-03-05,0.0,0.0,Washington US,0.0,38.8948932,-77.0365529,7536000,0.0
22843,32572,,Zambia,2020-03-05,0.0,0.0,Zambia,0.0,-14.5186239,27.5599164,18383955,0.0
13468,19197,,Nepal,2020-03-05,1.0,0.0,Nepal,0.0,28.1083929,84.0917139,29136808,0.0
21493,30646,,Uganda,2020-03-05,0.0,0.0,Uganda,0.0,1.5333554,32.2166578,42860000,0.0
17068,24333,,Timor-Leste,2020-03-05,0.0,0.0,Timor-Leste,0.0,-8.5151979,125.8375756,1296000,0.0
1618,2291,,Barbados,2020-03-05,0.0,0.0,Barbados,0.0,13.1500331,-59.5250305,287375,0.0
16768,23905,,Syria,2020-03-05,0.0,0.0,Syria,0.0,34.6401861,39.0494106,18270000,0.0
18643,26580,Iowa,US,2020-03-05,0.0,0.0,Iowa US,0.0,41.9216734,-93.3122705,3156000,0.0
10543,15024,,Indonesia,2020-03-05,2.0,0.0,Indonesia,0.0,-2.4833826,117.8902853,273523615,0.0
8668,12349,Guadeloupe,France,2020-03-05,0.0,0.0,Guadeloupe France,0.0,16.2490067,-61.5650444,395700,0.0
20893,29790,Utah,US,2020-03-05,0.0,0.0,Utah US,0.0,39.4225192,-111.7143584,3161000,0.0
17668,25189,Arkansas,US,2020-03-05,0.0,0.0,Arkansas US,0.0,35.2048883,-92.4479108,301400,0.0
18868,26901,Louisiana,US,2020-03-05,0.0,0.0,Louisiana US,0.0,30.8703881,-92.007126,4660000,0.0
19993,28506,North Carolina,US,2020-03-05,0.0,0.0,North Carolina US,0.0,35.6729639,-79.0392919,10380000,0.0
15193,21658,,Rwanda,2020-03-05,0.0,0.0,Rwanda,0.0,-1.9646631,30.0644358,12952218,0.0
14293,20374,,Oman,2020-03-05,16.0,0.0,Oman,1.0,21.0000287,57.0036901,5106626,1.9582401374214598e-07
19168,27329,Michigan,US,2020-03-05,0.0,0.0,Michigan US,0.0,43.6211955,-84.6824346,9996000,0.0
16843,24012,,Taiwan*,2020-03-05,44.0,1.0,Taiwan*,2.0,23.9739374,120.9820179,23816775,8.397442558868696e-08
7468,10637,,Diamond Princess,2020-03-05,706.0,6.0,Diamond Princess,0.0,53.8953584,27.5554078,3770,0.0
9193,13098,,France,2020-03-05,377.0,6.0,France,92.0,46.603354,1.8883335,65273511,1.4094538288280524e-06
15643,22300,,Senegal,2020-03-05,4.0,0.0,Senegal,0.0,14.4750607,-14.4529612,16743927,0.0
9868,14061,,Guinea,2020-03-05,0.0,0.0,Guinea,0.0,10.7226226,-10.7083587,13132795,0.0
13393,19090,,Namibia,2020-03-05,0.0,0.0,Namibia,0.0,-23.2335499,17.3231107,2540905,0.0
15418,21979,,Saint Vincent and the Grenadines,2020-03-05,0.0,0.0,Saint Vincent and the Grenadines,0.0,12.90447,-61.2765569,115000,0.0
